ntd_id,service_area_sq_miles,service_area_pop
50438,,
60169,0,0
70263,,
41119,,
90274,49,12358
50462,,
90015,49,843071
40244,808,356698
55515,,
00014,,
50369,,
50459,,
40046,596,541885
00291,,
00435,,
41174,,
41013,1475,50082
44952,,
20128,2898,5443000
88116,,
55375,,
55570,,
99450,,
90286,8,61828
41052,,
90292,3,25611
55431,,
60225,,
10151,,
20941,,
30106,4720,8513936
50294,,
30140,,
A0009,,
60016,41,82731
91099,,
50174,34,88517
30183,,
99433,,
00396,,
22957,,
00055,32,90132
70196,,
40262,36,105691
90020,57,210200
40237,555,103966
50104,1970,1060840
41031,,
55316,,
99456,,
99466,,
60126,,
80186,,
40221,356,224529
91012,,
50360,,
60208,,
09R04,,
20974,,
05R06,,
55635,,
80222,,
30207,92,67938
90142,11,70827
60097,37,99940
50232,,
55351,,
20946,,
77094,,
41160,,
80260,,
66248,,
50408,,
60244,,
00321,,
91116,,
50007,,
60161,,
20004,336,809275
30080,26,234200
40954,6415,417789
55394,,
30054,92,104135
99476,,
90258,19,95558
50523,,
00308,,
60136,,
22936,,
00R04,,
99461,,
99310,,
31037,,
55594,,
44973,,
66170,,
50238,,
55628,,
60090,4645,1162453
70248,,
41010,,
55648,,
40004,504,703953
40920,137,503506
30022,775,1238090
70106,,
30118,144,153600
77089,,
22955,,
55356,,
50349,,
70127,,
50481,,
90087,34,150201
70269,,
40102,1244,406336
55553,,
50045,38,102746
40469,,
70121,,
04R02,,
44934,,
90310,124,332441
50396,,
80272,,
00327,25,53444
70096,,
50016,336,1413698
66332,,
41055,,
50321,,
70243,,
77083,,
50548,37,72426
50198,425,183512
20018,510,641357
40220,652,184554
70139,,
50401,,
90167,21,69289
60001,74,200393
60620,,
90206,380,282013
91041,,
55450,,
91072,89,8000
55583,,
40122,40,48594
A0026,,
41190,,
60205,,
50180,565,196757
90030,354,1011493
50563,6,10826
55348,,
80199,,
50244,,
30129,398,603441
50145,80,62576
40016,17,23540
90270,9,15500
40993,,
40178,7505,1978890
50314,84,212492
90033,335,788356
55435,,
40996,,
30009,7,72650
70066,4149,314038
70203,,
70076,,
70214,,
80124,,
10157,,
50429,,
50266,,
40908,,
66301,,
40082,201,142224
55379,,
99444,,
55340,,
99442,,
70221,,
00048,17,54798
70180,,
60062,18,93949
70012,40,95097
80150,,
88290,,
10137,,
41133,441,146158
88219,,
00029,257,920344
50464,,
50434,,
40974,,
41182,28,18883
10005,282,370594
00413,,
31015,,
11166,,
99250,,
20149,2898,1246231
91106,43,71022
55329,,
00448,,
60208,298,297811
55493,,
00111,0,0
60217,,
00343,,
30989,25,51160
55662,,
20183,21,30486
90078,274,627597
00429,,
80182,25,34000
00387,,
50113,3519,5700036
91020,,
55602,,
50489,,
70007,22,39107
40053,94,202390
20208,833,449772
40143,59,180010
40133,52,248111
88201,,
80163,,
00026,63,2539
41035,,
50528,5,18609
70048,38,96207
70192,,
80130,,
80203,,
60208,,
00009,,
55672,,
00296,,
41088,225,251283
50445,,
55399,,
66188,,
80117,,
80256,,
91062,,
30095,362,146164
91080,,
10107,24,52759
00358,,
00135,,
40934,,
20096,98,62901
06R04,,
A0031,,
80137,18,36682
60238,,
20924,,
22981,,
90175,16,68532
55549,,
01R04,,
31033,,
50204,,
80227,,
50387,,
40952,,
70274,30,55099
50223,,
70111,,
90012,1392,793229
60273,226,539192
55419,,
50021,487,161791
41151,,
21000,,
80010,36,139706
70058,,
90237,,
70089,16,8000
50041,45,55076
55300,,
40108,1520,1924805
10050,102,362408
20120,57,61090
50473,,
40912,,
55364,,
A0020,,
66344,,
66276,15355,157849
40201,28,89554
31050,,
70144,,
11160,2099,5047998
60035,71,102691
70225,,
60233,,
50224,,
70256,,
90305,32,48200
30073,730,2415555
80278,,
50391,,
50389,,
90134,425,3632769
41001,,
60200,,
91048,,
30048,251,321113
60208,,
00304,,
41108,,
40034,306,2701767
03R04,,
44977,,
55313,,
80169,,
40163,5,27000
10099,651,214591
42001,,
60080,57,82939
60208,,
70030,36,44524
66348,,
70130,,
70187,,
44945,,
00405,,
80026,47,94600
10131,,
50274,2975,2849712
41041,,
70218,,
30199,624,87333
55344,,
66312,,
40093,139,301115
50471,,
55543,,
70240,,
88152,,
90241,727,78477
20942,,
10153,,
55440,,
50185,,
50551,6,27331
60148,915,929543
80119,,
55384,,
70051,579,82899
88223,,
70184,,
20229,,
40204,5415,1141280
20197,,
00044,760,118568
90283,10,34668
40979,,
41178,,
00425,,
40206,2800,264203
10013,225,398382
90024,8,46909
00399,,
50066,282,3200664
70147,,
00034,78,180555
50516,35,80762
50329,,
00075,,
55324,53,25000
40184,15,72294
88182,,
50566,19,78723
50305,,
90050,50,126356
20192,247,965856
60011,1210,1940756
91112,,
90301,10,82496
40231,526,166493
00453,,
60208,,
50215,631,100420
60191,,
50493,,
00444,,
00022,5460,175045
44963,,
55378,,
20212,438,129777
50131,590,173215
40147,9,46000
60251,0,0
40250,4,36924
55524,,
10051,124,154855
91028,,
40248,2,2004
50433,,
20078,527,6503894
30162,,
40057,59,68205
30091,36,71014
90157,1621,11638106
10137,,
50383,,
55670,,
02R01,,
91001,,
91090,,
10172,,
00332,,
07R03,,
08R02,,
00005,34,111180
10118,438,355287
70114,,
00369,,
40938,,
40164,7,36993
60194,,
00383,,
50283,,
50230,,
11147,10,78813
55593,,
50449,,
55359,,
77069,,
70094,,
22974,,
10042,58,88770
11243,,
00300,,
40171,282,434938
00459,,
90313,87,445954
20931,,
50257,,
55405,,
60277,,
90008,69,1022273
50532,256,100092
90267,5,58822
44988,,
40909,,
20991,,
50346,,
40115,25,127244
80164,,
41124,,
55562,,
31030,,
80014,56,82418
41091,365,1268782
50196,54,45357
55424,,
20182,52,12187
50026,26,51118
A0032,,
66270,,
80144,,
90277,42,284527
60033,126,235305
40195,6,35000
70136,,
40991,,
30994,,
91078,3,7200
50425,,
90095,4207,3316192
30041,,
41137,,
60237,,
40012,134,254987
40038,195,258153
77080,,
90219,29,79802
44981,,
40986,,
60208,,
50274,,
60270,841,1064465
55309,,
00315,,
90194,25,30418
91058,4,7628
40159,750,1583115
10087,250,187804
40276,35,55765
55474,,
88285,,
05R02,,
40951,,
20203,251,95263
41173,,
60112,143,98704
20175,71,2465326
30203,1,211
80001,607,2539272
40213,139,58805
40047,47,127358
40068,3250,235793
50096,43,141642
80293,,
70163,,
41027,459,108901
70004,,
70055,10,26666
91103,,
50274,,
90295,15,84143
20973,510,641357
55610,,
60179,1013,865657
10178,14,14383
44941,,
55608,,
50159,26,66010
80181,,
50166,452,208601
30111,861,209349
44968,,
20217,1215,9908805
91095,,
50499,,
40238,12,61361
99426,,
90042,88,816700
A0016,100,182152
50313,442,106179
80267,2386,110841
50504,,
30141,53,4681
50303,,
50555,36,114000
70195,,
41069,,
30034,2560,7811145
80237,,
60176,861,685345
31005,,
50520,,
50276,,
20960,,
90019,291,1364200
40925,,
41032,,
50455,,
60103,861,822779
40042,186,541852
40188,132,87146
80301,,
00376,1192,1415800
00061,36,123730
00018,624,287689
60105,35,37930
00420,,
00R01,,
88228,,
40226,,
55282,,
55427,,
00282,248,409271
55222,,
90249,1,3801
99455,,
41021,,
00223,,
60015,32,50307
50375,,
41046,,
00438,,
50210,,
10057,45,118325
60059,74,132500
40007,125,474069
80265,,
60022,211,367124
90261,8,51268
20937,,
40254,9,70964
50461,,
50335,,
70200,,
55320,,
44925,,
22962,,
80020,18,64610
20071,93,204127
30172,,
70015,164,395745
00311,,
00340,,
50252,,
10001,1143,1048319
91005,181,144484
10162,,
22942,,
90226,425,179476
99470,,
90163,20,72974
40166,47,72447
50237,,
10184,98,445980
00362,80,48000
70265,,
55355,,
20980,,
60130,11218,607539
50289,,
40965,,
60155,,
88303,,
99472,,
11175,,
00304,,
40958,64,20608
60132,148,72176
41053,,
40945,,
70116,55,89638
55453,,
55389,,
99478,,
50011,1131,490723
66146,,
10144,,
90252,3,35731
50412,,
31024,,
50537,1,9065
30061,94,92428
60208,,
99457,17,48129
99334,,
80187,,
55652,,
60263,,
03R05,,
80188,,
70156,,
50445,,
41096,,
70228,47,61929
40126,10,17603
30087,812,136606
50354,,
04R06,,
30999,,
90091,48,171732
55538,,
60095,37,65534
40096,37,54341
31042,1107,158172
80216,,
70070,,
99352,,
77093,,
22949,,
41167,,
70102,,
50033,155,621711
50397,,
55589,,
66324,,
66242,,
30135,,
50418,,
80249,,
22956,,
20953,,
41142,,
20005,411,84148
40025,331,303655
06R01,,
60089,56,110490
40272,10,10000
70081,,
00322,,
90199,16,66225
41062,,
50355,,
60005,,
41006,,
91035,,
